nconst,primaryName,primaryProfession,knownForTitles
nm0166207,Christopher Clements,"producer,director,camera_department","tt5737938,tt0245572,tt3917210,tt0176735"
nm0166221,Edward Clements,actor,"tt0102975,tt0100142"
nm0166256,Ron Clements,"writer,director,miscellaneous","tt0103639,tt3521164,tt0119282,tt0780521"
nm0166297,Ronnie D. Clemmer,"producer,executive","tt0104694,tt1781775,tt7207076,tt0105176"
nm0166405,Gianfranco Clerici,"writer,assistant_director,actor","tt0063537,tt0092865,tt0088100,tt0078935"
nm0166431,Nicolas Clermont,producer,"tt0103442,tt0099127,tt0160009,tt0117653"
nm0166436,Antoine de Clermont-Tonnerre,"producer,executive","tt2815902,tt2006802,tt0098238,tt0357037"
nm0166439,Martine de Clermont-Tonnerre,"producer,actress,executive","tt0140888,tt0314067,tt0410466,tt2006802"
nm0166446,Denys Clerval,"cinematographer,camera_department","tt0497535,tt0137358,tt0064990,tt0052893"
nm0166498,Rick Cleveland,"producer,writer,director","tt0248654,tt0200276,tt0313542,tt1856010"
nm0166580,Jimmy Cliff,"soundtrack,actor,composer","tt0317919,tt0378109,tt0770752,tt0116908"
nm0166641,Jeffrey Clifford,"producer,executive","tt1352824,tt2547584,tt1967545,tt1193138"
nm0166678,Richard Clifford,"actor,producer,miscellaneous","tt0097499,tt0107616,tt0109836,tt0974015"
nm0166767,Patrick J. Clifton,"writer,actor,producer","tt0114677,tt0108186,tt0350028,tt5089534"
nm0166787,Sanford R. Climan,"producer,manager","tt0338751,tt4877108,tt4970804,tt5097156"
nm0166795,Joaquín Climent,actor,"tt0119974,tt0198093,tt0095675,tt0319769"
nm0166836,Edward F. Cline,"director,actor,writer","tt0012255,tt0011984,tt0011071,tt0038384"
nm0166921,Hillary Clinton,"actress,soundtrack,executive","tt4577032,tt0094514,tt3501074,tt4621290"
nm0166953,Shelly Clippard,"producer,miscellaneous","tt0325703,tt1667310,tt0238380,tt0377001"
nm0166972,Colin Clive,"actor,soundtrack","tt0021884,tt0021013,tt0026138,tt0026663"
nm0167079,Chuck Close,"director,actor","tt2401362,tt3739452,tt0108149,tt1826577"
nm0167197,Charlie Clouser,"composer,music_department,soundtrack","tt0433309,tt2618986,tt0387564,tt0432021"
nm0167252,Carol J. Clover,,"tt0800361,tt0259182,tt1260589"
nm0167280,Daniel Clowes,"writer,art_department,actor","tt1781058,tt0364955,tt0162346,tt6367582"
nm0167388,François Cluzet,"actor,soundtrack","tt0113117,tt1198385,tt0362225,tt1675434"
nm0167501,Suzanne Clément,"actress,soundtrack,executive","tt0813495,tt3612616,tt5343532,tt1650048"
nm0167509,Pierre Clémenti,"actor,director,writer","tt0064828,tt0201313,tt0229088,tt0061395"
nm0167548,Nicole Coady,"writer,director,producer","tt0839890,tt0109723,tt6683648,tt4947882"
nm0167613,Anne V. Coates,"editor,editorial_department,producer","tt0071877,tt0120780,tt0056172,tt0107206"
nm0167649,Kim Coates,"actor,producer","tt0185183,tt1456635,tt1220634,tt0398712"
nm0167708,David Coatsworth,"production_manager,producer,assistant_director","tt0108065,tt3012698,tt0472027,tt0475784"
nm0167728,Menggie Cobarrubias,actor,"tt1732319,tt0079361,tt5651474,tt3902200"
nm0167751,Craig Cobb,"editorial_department,editor,producer","tt3339966,tt4676574,tt7488702,tt0496424"
nm0167795,Melissa Cobb,"miscellaneous,producer,production_manager","tt2267968,tt0441773,tt1302011,tt0120631"
nm0167850,Bill Cobbs,"actor,producer,music_department","tt1623205,tt0106697,tt0110074,tt0117887"
nm0167859,Joe Cobden,"actor,director,producer","tt1683493,tt2543164,tt1314655,tt0319262"
nm0167917,James Coblentz,"editor,editorial_department","tt0105121,tt0267804,tt0106179,tt0195714"
nm0167938,Eva Cobo,actress,"tt0085569,tt0441430,tt0099558,tt0091495"
nm0167986,Arthur Coburn,"editor,editorial_department,actor","tt0404390,tt0145487,tt0340855,tt0089886"
nm0168048,John Cocca,"actor,producer,writer","tt2150519,tt0452046,tt0365522,tt0157007"
nm0168262,Rory Cochrane,"actor,soundtrack","tt0405296,tt0112950,tt1024648,tt0106677"
nm0168379,Jay Cocks,"writer,miscellaneous","tt0114558,tt0490215,tt0106226,tt0217505"
nm0168394,James Coco,"actor,soundtrack","tt0068909,tt0074937,tt0082853,tt0088591"
nm0168432,Susanna Codognato,"art_department,art_director,production_designer","tt0402894,tt1259571,tt0121765,tt1243957"
nm0168549,David Codron,"editor,producer,editorial_department","tt1343865,tt0157503,tt0361693,tt1930123"
nm0168560,Alan Cody,"editor,editorial_department","tt0107290,tt0120179,tt0141369,tt0117998"
nm0168568,Dawn Cody,"actress,writer,producer","tt0120789,tt0478870,tt2050517,tt0899277"
nm0168641,Fred Coe,"producer,director,writer","tt0073952,tt0041037,tt0059798,tt0046637"
nm0168753,Chris Coen,"producer,assistant_director,actor","tt1770734,tt2815902,tt2140037,tt0808279"
nm0168792,J.M. Coetzee,writer,"tt0445953,tt0089061,tt0365448,tt6149154"
nm0168829,Lenore J. Coffee,"writer,miscellaneous","tt0019811,tt0024685,tt0030149,tt0018203"
nm0168877,Joseph F. Coffey,"camera_department,cinematographer","tt0109035,tt0079417,tt0080716,tt0063462"
nm0168892,Scott Coffey,"actor,director,writer","tt0094006,tt0436262,tt0116922,tt0114614"
nm0168977,Dennis Coffey,"soundtrack,actor,composer","tt1437358,tt0071221,tt1598828,tt0386588"
nm0169000,Dan Cogan,"producer,miscellaneous,executive","tt6333060,tt2124803,tt2400463,tt2499076"
nm0169099,François Cognard,"producer,actor,writer","tt1426352,tt7543784,tt5827212,tt1757769"
nm0169173,David Aaron Cohen,"writer,producer","tt0118972,tt0386907,tt0390022,tt6749318"
nm0169182,Alan R. Cohen,"producer,writer,miscellaneous","tt0317364,tt1231583,tt0118375,tt1798701"
nm0169213,Andy Cohen,"manager,producer,talent_agent","tt0880578,tt0466061,tt4481414"
nm0169256,Bobby Cohen,"producer,production_manager,executive","tt1670345,tt3110958,tt0832266,tt0409847"
nm0169260,Bruce Cohen,"producer,assistant_director,actor","tt1045658,tt0109813,tt0169547,tt1013753"
nm0169281,Chuck Cohen,"camera_department,cinematographer,executive","tt1185416,tt0139654,tt0116695,tt0139699"
nm0169299,Danny Cohen,"cinematographer,camera_department","tt3170832,tt0402910,tt1707386,tt1504320"
nm0169324,David Oliver Cohen,"actor,writer,producer","tt0235947,tt4383554,tt1733422,tt0110008"
nm0169326,David X. Cohen,"producer,writer,miscellaneous","tt0377952,tt1054486,tt0096697,tt0149460"
nm0169344,Edward Colman,"cinematographer,camera_department","tt0054594,tt0062657,tt0058331,tt0043194"
nm0169420,Harry Cohen,"sound_department,soundtrack,music_department","tt0319262,tt0796366,tt1446714,tt0266697"
nm0169432,Herman Cohen,"producer,writer,actor","tt0051746,tt0050530,tt0055058,tt0061398"
nm0169482,Jeff Cohen,producer,"tt5937962,tt3771626,tt0327279,tt0418038"
nm0169486,Jem Cohen,"director,cinematographer,editor","tt1988127,tt0421960,tt2268732,tt0233315"
nm0169505,Joel Cohen,"writer,actor,producer","tt0119695,tt0114709,tt0349205,tt0455499"
nm0169515,Jonathan Cohen,producer,"tt0140866,tt0120813,tt0181733"
nm0169540,Larry Cohen,"writer,director,producer","tt0337921,tt0071675,tt0075930,tt0183649"
nm0169548,Lawrence D. Cohen,"writer,producer,miscellaneous","tt0082449,tt0481452,tt0074285,tt1939659"
nm0169549,Lawrence J. Cohen,"writer,producer,soundtrack","tt0066663,tt0074205,tt0066402,tt0101701"
nm0169552,Leonard Cohen,"soundtrack,composer,music_department","tt0114558,tt0409459,tt3470600,tt0110632"
nm0169555,Lester Cohen,"production_designer,actor,art_department","tt0141098,tt0473356,tt0104573,tt0118887"
nm0169565,Lynn Cohen,actress,"tt1059786,tt1951264,tt0408306,tt3203616"
nm0169581,Mark Cohen,"actor,writer,camera_department","tt0460649,tt1192624,tt0179526,tt1201167"
nm0169621,Michaël Cohen,"actor,writer,director","tt0465203,tt0362265,tt1591123,tt0862998"
nm0169665,Octavus Roy Cohen,"writer,actor","tt0028357,tt0009048,tt0027132,tt0021396"
nm0169733,Rudy Cohen,"producer,production_manager,writer","tt0119389,tt0387877,tt0246544,tt0201485"
nm0169753,Scott Cohen,"actor,producer,director","tt0758752,tt0264761,tt1567609,tt0207275"
nm0169806,Taika Waititi,"actor,director,producer","tt4698684,tt3416742,tt1560139,tt3501632"
nm0169807,Tani Cohen,"producer,miscellaneous,actress","tt0107220,tt3177086,tt3221910,tt0835046"
nm0169825,Wendy Jo Cohen,"producer,assistant_director,art_department","tt1329309,tt0276571,tt0114089,tt0181618"
nm0169828,Yaacov Cohen,actor,"tt0111140,tt0133331,tt0133332,tt6253214"
nm0169869,Michael Cohl,"producer,miscellaneous,executive","tt0082118,tt1003116,tt0358678,tt0364151"
nm0169879,Alfred A. Cohn,"writer,director,editor","tt0015191,tt0018037,tt0020080,tt0123906"
nm0169896,Elie Cohn,"assistant_director,producer,production_manager","tt0081398,tt1210042,tt0387877,tt1151359"
nm0169926,Marya Cohn,"director,actress,writer","tt0105737,tt2980554,tt0329600,tt0185275"
nm0169934,Mindy Cohn,"actress,producer,soundtrack","tt0306274,tt0078610,tt2162709,tt0090768"
nm0169982,Lucy Cohu,actress,"tt0416508,tt1687901,tt0464165,tt0280707"
nm0169989,Vanessa Coifman,"producer,production_manager,set_decorator","tt0280760,tt0865554,tt1731701,tt0914863"
nm0170039,Stephen Coit,actor,"tt0045758,tt0070334,tt0054519,tt0062827"
nm0170043,Isabel Coixet,"director,writer,producer","tt0314412,tt0430576,tt0115950,tt3127022"
nm0170055,Vilém Cok,"actor,music_department,composer","tt0152603,tt1833295,tt0174742,tt0100854"
nm0170160,Gene Colan,"writer,miscellaneous,actor","tt0359013,tt4154664,tt0187738,tt0120611"
nm0170186,Enrico Colantoni,"actor,producer,director","tt2771372,tt0412253,tt0212720,tt0177789"
nm0170283,Joanna Colbert,"casting_director,casting_department,producer","tt0427969,tt1352824,tt0485947,tt0209163"
nm0170306,Stephen Colbert,"writer,producer,actor","tt3697842,tt0115147,tt0892782,tt0458254"
nm0170372,Ronald Colby,"producer,production_manager,assistant_director","tt0071562,tt0066434,tt0086066,tt1308738"
nm0170474,Bryan Gunnar Cole,"editor,producer,director","tt0795174,tt4266660,tt0457277,tt0768183"
nm0170550,Gary Cole,"actor,miscellaneous","tt0364725,tt0151804,tt0265459,tt0415306"
nm0170717,Nick Cole,"assistant_director,miscellaneous,editorial_department","tt0115417,tt1235142,tt2119532,tt3007512"
nm0170719,Nigel Cole,"director,actor,assistant_director","tt1371155,tt0391304,tt0195234,tt0337909"
nm0170739,Randall Cole,"writer,director","tt1767272,tt0337797,tt0983909,tt4208858"
nm0170778,Shelly Cole,"actress,director,soundtrack","tt0238784,tt0307351,tt0368479,tt0859644"
nm0170788,Stan Cole,"editor,editorial_department,miscellaneous","tt0079592,tt0085031,tt0071222,tt0085334"
nm0170818,Tim Cole,"producer,production_manager","tt1795702,tt3289956,tt5648036,tt2582576"
nm0170901,Adam Coleman Howard,"actor,director,writer","tt0116046,tt2402525,tt0129023,tt0326056"
nm0170912,Monique Coleman,"actress,producer,writer","tt0962726,tt0810900,tt0475293,tt0446769"
nm0170952,Brady Coleman,actor,"tt0108550,tt0114168,tt0132477,tt1704573"
nm0170990,Cy Coleman,"soundtrack,music_department,composer","tt0186566,tt2322441,tt0119174,tt0122690"
nm0171076,Jim Coleman,"composer,music_department","tt0100842,tt0362247,tt0122529,tt2262640"
nm0171123,Lisa Coleman,"composer,soundtrack,music_department","tt5595688,tt0813715,tt0112792,tt1190689"
nm0171170,Ornette Coleman,"soundtrack,composer,music_department","tt0102511,tt0181536,tt0089066,tt1578258"
nm0171253,Warren Coleman,"actor,writer,director","tt1219342,tt1402488,tt0366548,tt0107930"
nm0171285,Jody Colero,"music_department,soundtrack,producer","tt1149608,tt0420416,tt1592281,tt1226681"
nm0171322,Lisa Guerrero,"actress,producer","tt1210166,tt0102343,tt0103776,tt0834941"
nm0171348,Robert F. Colesberry,"producer,actor,assistant_director","tt0118972,tt0088680,tt0306414,tt0095647"
nm0171372,Colette,"writer,soundtrack","tt0051658,tt0939847,tt0939845,tt0047756"
nm0171385,Duilio Coletti,"director,writer,producer","tt0049450,tt0055358,tt0054328,tt0047048"
nm0171413,Thomas Coley,actor,"tt0296342,tt0041061,tt0052442,tt0032412"
nm0171470,Victor Colicchio,"actor,writer,soundtrack","tt0126916,tt0476964,tt0454848,tt0162677"
nm0171473,Paul Colichman,"producer,executive","tt0120684,tt0102898,tt0272036,tt0414731"
nm0171474,Lewis Colick,writer,"tt0132477,tt0349710,tt1438254"
nm0171513,Margaret Colin,actress,"tt0116629,tt0250797,tt0212395,tt0091983"
nm0171537,Luis Colina,"editor,editorial_department,sound_department","tt0118163,tt0338096,tt2707408,tt5722190"
nm0171550,Bernadine Colish,"editor,editorial_department,writer","tt3790720,tt0167324,tt0841992,tt2983140"
nm0171556,Cristina Colissimo,"art_department,producer,writer","tt2250912,tt0109676,tt0975645,tt2223990"
nm0171603,Ricardo Coll,cinematographer,"tt0087625,tt0098604,tt1626811,tt0088431"
nm0171651,Bill Collage,"writer,producer","tt1528100,tt2369393,tt3410834,tt2094766"
nm0171662,Luis Collar,"producer,production_manager,miscellaneous","tt0169252,tt0488164,tt2333598,tt9057168"
nm0171674,Kenneth Collard,"actor,soundtrack","tt1781769,tt5734140,tt2222352,tt3278330"
nm0171718,Michael Colleary,"writer,producer","tt1494829,tt0367424,tt0119094,tt0146316"
nm0171722,John Collee,"writer,producer,miscellaneous","tt0424880,tt3007512,tt0311113,tt0366548"
nm0171754,Christopher Collet,"actor,sound_department,miscellaneous","tt0112040,tt0091472,tt0102703,tt0086320"
nm0171780,Sara Colleton,"producer,miscellaneous,executive","tt0110971,tt0319758,tt0446755,tt0773262"
nm0171924,John Collier,writer,"tt0038461,tt0027067,tt0041037,tt0052520"
nm0172095,Emmanuelle Collinot,"cinematographer,camera_department,composer","tt0159052,tt0119808,tt0187457,tt0400868"
nm0172215,Chris Collins,"producer,miscellaneous,production_manager","tt1440292,tt3544082,tt1441952,tt0382189"
nm0172256,David Collins,"producer,executive","tt0907657,tt1525366,tt2191427,tt0264333"
nm0172259,David Collins,"actor,writer,director","tt7942004,tt0819085,tt6685596,tt5120400"
nm0172287,Eddie Collins,"actor,soundtrack,miscellaneous","tt0032264,tt0032155,tt0029984,tt0029047"
nm0172313,Frank J. Collins,writer,"tt0032747,tt0048199,tt0023240"
nm0172335,Guy Collins,"miscellaneous,producer,executive","tt1097643,tt0762125,tt0103442,tt0102034"
nm0172420,Joe Collins,"camera_department,cinematographer,director","tt0465538,tt0780511,tt0118971,tt0431308"
nm0172423,Judy Collins,"soundtrack,actress,producer","tt0110216,tt0071151,tt0335438,tt0286788"
nm0172454,Kevin Collins,"actor,costume_department,editor","tt0108583,tt0107756,tt0101798,tt0120617"
nm0172468,Larry Collins,writer,"tt4977530,tt0060814,tt0109768,tt1641395"
nm0172491,Lindsey Collins,"actress,producer,production_manager","tt0910970,tt0401729,tt0317219,tt2277860"
nm0172557,Misha Collins,"actor,producer,writer","tt0172493,tt2100816,tt0424938,tt0460681"
nm0172604,Pauline Collins,"actress,soundtrack","tt0066722,tt1441951,tt0098319,tt1182350"
nm0172628,Richard Collins,"producer,writer","tt0036432,tt0052451,tt0083470,tt0090481"
nm0172642,Robert L. Collins,"writer,director,miscellaneous","tt0093289,tt0072544,tt0069620,tt0098126"
nm0172803,Terry Collis,"transportation_department,production_manager,producer","tt0095956,tt0100802,tt0108358,tt0116040"
nm0172812,Wilson Collison,writer,"tt0023589,tt0023382,tt0039935,tt0036407"
nm0172826,Luigi Cozzi,"director,writer,actor","tt0082000,tt0088100,tt0085672,tt0079946"
nm0172850,Stéphane Collonge,"production_designer,costume_designer,visual_effects","tt1527835,tt5635086,tt0413172,tt1598873"
nm0172877,Laurie Collyer,"director,writer,actress","tt0227578,tt1517249,tt0423169,tt4067076"
nm0172903,Ronald Colman,"actor,soundtrack,producer","tt0019735,tt0039335,tt0029442,tt0035238"
nm0173003,Vincent Colombe,actor,"tt6738136,tt0349225,tt1545759,tt0112410"
nm0173105,Héctor Colomé,actor,"tt0452971,tt0113649,tt0270480,tt1135092"
nm0173125,Miriam Colon,"actress,miscellaneous","tt0114319,tt1390398,tt0086250,tt0380389"
nm0173194,Vince Colosimo,actor,"tt0758774,tt0221073,tt0433362,tt1648154"
nm0173207,Carl Colpaert,"producer,writer,director","tt0339804,tt0974584,tt0479042,tt0129028"
nm0173254,Karen Colston,"actress,producer,miscellaneous","tt0098725,tt0107822,tt7482682,tt2103085"
nm0173303,John Colton,"writer,editor,miscellaneous","tt0020724,tt0019501,tt0017735,tt0027800"
nm0173384,Eleanor Columbus,"actress,producer,director","tt0113986,tt0241527,tt0295297,tt4263482"
nm0173393,Fernando Colunga,"actor,stunts","tt1091916,tt0233092,tt0859760,tt0210435"
nm0173532,Adele Comandini,"writer,producer","tt0019927,tt0032581,tt0028373,tt0032247"
nm0173541,Etienne Comar,"producer,writer,director","tt6247936,tt3409392,tt3478962,tt1588337"
nm0173679,Betty Comden,"soundtrack,writer,music_department","tt0041716,tt0053645,tt0048216,tt0045152"
nm0173735,Anjanette Comer,actress,"tt0059410,tt0069754,tt0062713,tt0060120"
nm0173984,Brian Comport,writer,"tt0067094,tt0069738,tt0067390,tt0064704"
nm0173993,Betty Compson,"actress,soundtrack","tt0020458,tt0033922,tt0022968,tt0017243"
nm0174021,Scout Taylor-Compton,"actress,miscellaneous","tt0373883,tt0802948,tt1017451,tt1311067"
nm0174060,Matt Compton,"producer,production_manager,miscellaneous","tt0376649,tt0185937,tt0457275,tt0226851"
nm0174180,Steve Conant,"camera_department,cinematographer,editor","tt1112125,tt0082252,tt0078274,tt0090062"
nm0174191,Chuck Conaway,"writer,actor","tt0109775,tt0116054,tt0905642,tt0129040"
nm0174312,Rita Conde,actress,"tt0043359,tt0243744,tt0039768,tt0080025"
nm0174322,Robert Conder,"camera_department,assistant_director,actor","tt0113253,tt0454084,tt0109686,tt0095271"
nm0174374,Bill Condon,"director,writer,producer","tt0120684,tt0362269,tt0443489,tt0299658"
nm0174403,Kerry Condon,actress,"tt5027774,tt4154756,tt3032476,tt0384766"
nm0174483,Stephanie Laing,"producer,director,assistant_director","tt6119856,tt7765404,tt1759761,tt7661046"
nm0174551,Wilson Coneybeare,"writer,producer,miscellaneous","tt8975028,tt1132588,tt0491735,tt0094578"
nm0174556,Rich Confalone,"cinematographer,producer,camera_department","tt0120863,tt3593456,tt2367516,tt0492912"
nm0174596,Henriette Confurius,actress,"tt0307077,tt3658364,tt0821060,tt1210018"
nm0174603,Dana Congdon,"editor,editorial_department,sound_department","tt0099674,tt0379217,tt0112461,tt1142433"
nm0174646,John Coniglio,"editor,editorial_department,visual_effects","tt0114069,tt0387564,tt0120844,tt0111280"
nm0174682,Chester Conklin,actor,"tt0032553,tt0013834,tt0027977,tt0016812"
nm0174766,Corinne Conley,actress,"tt7040874,tt0060034,tt0094578,tt0111987"
nm0174806,Wayne Conley,"producer,writer","tt0388183,tt1305583,tt5774044,tt8140732"
nm0174807,Roy Conli,"producer,miscellaneous,actor","tt0398286,tt0116583,tt2245084,tt0133240"
nm0174848,Luisa Conlon,"producer,director,cinematographer","tt0120835,tt8354438,tt5555924,tt2910274"
nm0174883,Didi Conn,"actress,soundtrack,producer","tt0077631,tt0120679,tt0084021,tt0076941"
nm0174903,Nicole Conn,"director,writer,editor","tt7326320,tt0430303,tt1575539,tt1823059"
nm0174909,Shelley Conn,actress,"tt1341188,tt0367594,tt0435706,tt1641349"
nm0174934,Shane Connaughton,"writer,actor,producer","tt0377524,tt0103586,tt0114307,tt0097937"
nm0174978,Edward Connell,actor,"tt7131660,tt0067055"
nm0174983,Gaelan Connell,"actor,director,writer","tt3786386,tt3616934,tt0241303,tt0976222"
nm0175028,Richard Connell,"writer,soundtrack","tt0033891,tt0023238,tt0037408,tt0040556"
nm0175036,Thelma Connell,"editorial_department,producer,editor","tt0060086,tt0036112,tt0047555,tt0047706"
nm0175062,Claire Connelly,"miscellaneous,producer,production_manager","tt0468569,tt0420223,tt1161864,tt1139668"
