all_reviewers_average,box_office,director_1,director_2,director_3,directors,full_synop,genre,movie_id,mpaa,num_all_fresh,num_all_reviewers,num_all_rotten,num_top_fresh,num_top_reviewers,num_top_rotten,num_users,runtime,simple_title,stream_date,studio,theater_date,title,top_reviewers_average,user_rating,writer,writer_1,writer_2,writer_3
6.1/10,,,,,,"A vacationing insomniac loses the ability to distinguish dreams from reality while traveling the Chilean countryside with a group of adventurers that includes her best friend and an enigmatic American in this downbeat saga. Though it came to the U.S. billed as a thriller or a horror picture, Chilean director Sebastian Silva's Magic Magic is more aptly described as a dark psychological drama with tense overtones. Juno Temple stars as Alicia - an emotionally fragile young woman in her early 20s with a murky history. She joins her cousin Sarah (Emily Browning), Sarah's boyfriend Agustín (Agustín Silva), the couple's eccentric friend Brink (Michael Cera) and Agustín's sister Barbara (Catalina Sandina Moreno) for a retreat in the countryside, but from the beginning, things don't go as planned. In the days that follow, more tension erupts between Alicia and the other members of the group, particularly Brink, who displays extreme anti-social tendencies and grows fond of malevolently pushing the girl's buttons. After Sarah returns, all hell threatens to break loose: Alicia is accosted by a local dog that attempts to copulate with her leg; Brink and Agustín play a dangerous game that threatens to cause Alicia grave physical harm, and it becomes increasingly apparent, throughout, that Alicia is now teetering on the brink of a full-scale mental breakdown, which terrifies the others. ~ Nathan Southern, Rovi","Drama, Horror, Mystery & Suspense",771321384,"R (for language, some sexual content and nudity)",27.0,39.0,12.0,,,,"2,509",97.0,Magic Magic,"Aug 6, 2013",Sony Pictures,,Magic Magic,,2.6/5,,,,
5.4/10,"$1,521",Boris Rodriguez,,,Boris Rodriguez,"Thure Lindhardt (Keep the Lights On) stars in this quirky dark comedy as Lars, a former darling of the art scene slipping away into the land of has-beens and struggling with lack of inspiration. His art dealer Ronny arranges a teaching job in a small town as a ""therapeutic measure"" to stir up some creative juices, but things never turn out quite as planned. At first, life in the peaceful small town seems rosy, as the young man settles in and impresses beautiful fellow colleague Leslie, by taking in the brawny, mute Eddie after the latter's caregiver passes away. But Lars soon discovers that the façade of serenity hides something unimaginable: Eddie suffers from a rare form of sleepwalking that transforms him from docile, cereal-obsessed art student into ravenous sleepwalking cannibal craving fresh meat. Initially horrified by Eddie's dark secret, Lars becomes enthralled by the not-so-gentle giant: at long last, here's the muse he'd been searching for high and low! Exceptional art does indeed come at a very high price, even the cost of human lives...and how far is Lars willing to go for his next masterpiece?","Art House & International, Comedy, Horror",771303418,NR,10.0,17.0,7.0,6.0,9.0,3.0,322,90.0,Eddie The Sleepwalking Cannibal,"Aug 6, 2013",Doppelgänger Releasing,"Apr 5, 2013",Eddie The Sleepwalking Cannibal,6.2/10,3.2/5,Boris Rodriguez,Boris Rodriguez,,
7.7/10,,Pema Tseden,,,Pema Tseden,"The Search writer/director Pema Tseden returns with this deliberate, seriocomic that of the tragedy that unfolds when a Tibetan man sells his cherished Nomad Mastiff following a series of dog thefts, prompting a bitter battle of wills with his headstrong father, who vows to buy the dog back at any cost. ~ Jason Buchanan, Rovi","Documentary, Drama",771256199,NR,7.0,7.0,0.0,,,,18,88.0,Khyi rgan,"Jul 30, 2013",Icarus Films,,Khyi rgan (Old Dog),,,Pema Tseden,Pema Tseden,,
6.8/10,,Cindy Kleine,,,Cindy Kleine,"ANDRE GREGORY: BEFORE AND AFTER DINNER is a wonderful exploration of the life and work of groundbreaking director, actor and artist Andre Gregory. A witty and often hilariously funny raconteur, Gregory looks back on a career that spanned decades, shattered boundaries and established him as a cultural icon. He recalls the making of MY DINNER WITH ANDRE, the Louis Malle-directed classic in which he starred and co-wrote, reflects on his pivotal role in American theatre, dishes on his brief sojourn in Hollywood, and talks about the discovery that led him to question his own identity and life's work. Bringing us back and forth in time, Gregory looks not only at his life, but at the nature of art, love and the creative process. Directed by award-winning filmmaker Cindy Kleine (who is also his wife), ANDRE GREGORY: BEFORE AND AFTER DINNER is a brilliant portrait of a modern renaissance man. (c) Cinema Guild","Documentary, Special Interest",771322788,NR,18.0,23.0,5.0,11.0,16.0,5.0,134,101.0,André Gregory: Before and After Dinner,"Aug 26, 2013",Cinema Guild,"Apr 3, 2013",André Gregory: Before and After Dinner,6.3/10,3.6/5,,,,
7.3/10,"$100,000",Shola Lynch,,,Shola Lynch,"Writer/director Shola Lynch follows up her 2004 documentary Chisholm '72: Unbought and Unbossed with this film centered on the struggle of educator and activist Angela Davis, an outspoken UCLA professor whose affiliation with the Communist Party and the Black Panthers landed her on the FBI's Ten Most Wanted list while challenging our perceptions of political freedom in America. From her early years as a student in the U.S. and abroad to her highly publicized arrest and trial following the brazen hostage-taking and murder of Marin County judge Harold Haley in California, Lynch's film leaves no stone unturned as it explores every remarkable detail of Davis' life, and allows her to tell her own stories through a series of intimate interviews. ~ Jason Buchanan, Rovi","Documentary, Special Interest",771315141,NR,13.0,14.0,1.0,7.0,7.0,0.0,490,101.0,Free Angela & All Political Prisoners,"Aug 20, 2013",LionsGate/CodeBlack Films,"Apr 5, 2013",Free Angela & All Political Prisoners,6.7/10,4.1/5,Shola Lynch,Shola Lynch,,
6.3/10,"$18,544",Carlos Reygadas,,,Carlos Reygadas,"POST TENEBRAS LUX (""light after darkness""), ostensibly the story of an upscale, urban family whose move to the Mexican countryside results in domestic crises and class friction, is a stunningly photographed, impressionistic psychological portrait of a family and their place within the sublime, unforgiving natural world. Reygadas conjures a host of unforgettable, ominous images: a haunting sequence at dusk as Reygadas's real-life daughter wanders a muddy field and farm animals loudly circle and thunder and lightning threaten; a glowing-red demon gliding through the rooms of a home; a husband and wife visiting a swingers' bathhouse with rooms named after famous philosophers. By turns entrancing and mystifying, POST TENEBRAS LUX palpably explores the primal conflicts of the human condition. (c) Strand","Art House & International, Drama, Special Interest",771307340,NR,31.0,57.0,26.0,12.0,20.0,8.0,"1,065",120.0,Post Tenebras Lux,"Aug 19, 2013",Strand Releasing,"May 1, 2013",Post Tenebras Lux,6.4/10,3.1/5,Carlos Reygadas,Carlos Reygadas,,
6.1/10,,Anthony C. Ferrante,,,Anthony C. Ferrante,"A freak storm brings hundreds of vicious, man-eating sharks ashore in Los Angeles and a group of friends struggle to steer clear of their violent and destructive path. ~ Megan Walsh-Boyle, Rovi","Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy, Television",771360825,NR,14.0,17.0,3.0,6.0,6.0,0.0,"5,852",90.0,Sharknado,"Sep 3, 2013",NCM Fathom,"Aug 3, 2013",Sharknado,9/10,2.4/5,Thunder Levin,Thunder Levin,,
7/10,,David Mamet,,,David Mamet,A drama centered on the relationship between Phil Spector and defense attorney Linda Kenney Baden while the music business legend was on trial for the murder of Lana Clarkson.,"Drama, Special Interest, Television",771326556,NR,19.0,38.0,19.0,8.0,19.0,11.0,534,92.0,Phil Spector,"Sep 9, 2013",HBO Films,"Mar 24, 2013",Phil Spector,7.4/10,2.9/5,David Mamet,David Mamet,,
7/10,"$1,511,798",Espen Sandberg,Joachim Rønning,,"Espen Sandberg, Joachim Rønning","Norwegian explorer Thor Heyerdahl crossed the Pacific ocean in a balsa wood raft in 1947, together with five men, to prove that South Americans already back in pre-Columbian times could have crossed the sea and settle on Polynesian islands. After gathering financing for the trip with loans and donations, they set off on an epic 101 day-long journey across 8,000 kilometers, all while the world was watching. KON-TIKI tells about the origin of Heyerdahl's idea and the events surrounding the group's voyage.(c) Weinstein",Drama,771315039,PG-13 (for a disturbing violent sequence),62.0,75.0,13.0,20.0,24.0,4.0,"13,117",101.0,Kon Tiki,"Aug 27, 2013",The Weinstein Company,"Apr 26, 2013",Kon Tiki,7.1/10,3.7/5,Petter Skavlan,Petter Skavlan,,
6.3/10,,Dan Algrant,,,Dan Algrant,"In 1991, a young musician named Jeff Buckley (Penn Badgley, ""Gossip Girl,"" MARGIN CALL) rehearses for his public singing debut at a Brooklyn tribute concert for his father, the late folk singer Tim Buckley. Struggling with the legacy of a man he barely knew, Jeff finds solace in a relationship with an enigmatic young woman (Imogen Poots, 28 WEEKS LATER) working at the show. As they explore New York City, their adventures recall glimpses of Tim's (Ben Rosenfield) own 60s heyday, as he drives cross-country with a girlfriend and finds himself on the verge of stardom. Leading up to the now-legendary show that launched Jeff's own brilliant career, GREETINGS FROM TIM BUCKLEY is a poignant mirror portrait of father and son, two of the most beloved singer-songwriters of their generations. -- (C) Tribeca",Drama,771315144,NR,23.0,32.0,9.0,12.0,16.0,4.0,"1,755",99.0,Greetings From Tim Buckley,"Sep 16, 2013",Tribeca Film,"May 3, 2013",Greetings From Tim Buckley,6.2/10,3.1/5,"David Brendel, Emma Sheanshang, Dan Algrant",David Brendel,Emma Sheanshang,Dan Algrant
4.8/10,"$31,119",Christophe Barratier,,,Christophe Barratier,"Set in occupied WWII France, War of the Buttons tells the tale of pre-teen rebel Lebrac (newcomer Jean Texier) and the ""war"" he leads between two rival kid gangs from neighboring villages. Once Lebrac falls for Violette (Ilona Bachelier), a young Jewish girl who is new in town and in danger of being exposed by the Nazis, the children are faced with putting their own conflicts aside to protect her and confront the very real war happening around them. -- (C) Weinstein","Action & Adventure, Art House & International",771254138,PG-13 (for language and some thematic elelments),6.0,23.0,17.0,1.0,11.0,10.0,"2,115",87.0,La nouvelle guerre des boutons,"Sep 16, 2013",The Weinstein Co.,"Oct 12, 2012",La nouvelle guerre des boutons (War of the Buttons),4.2/10,3/5,"Stéphane Keller, Christophe Barratier, Philippe Lopes-Curval",Stéphane Keller,Christophe Barratier,Philippe Lopes-Curval
7/10,,R.H. Greene,,,R.H. Greene,"HOLLYWOOD WOULD NEVER BE THE SAME. When Maila Nurmi took to the TV airwaves in 1954 as the original gothic scream queen VAMPIRA, a national craze was launched. Haughty, domineering, and an instant icon of female power and sexuality, VAMPIRA cast her spell over other rebels and rabbler-rousers of the day, including JAMES DEAN, MARLON BRANDO and ELVIS PRESLEY. But the woman behind the façade was both far more intricate and much more fragile that the character that made her famous, and the price of momentary glory and cult superstardom was almost unbearably high. VAMPIRA AND ME is the epic and acclaimed new documentary VARIETY called ""thoroughly engrossing"" and which the AUSTIN CHRONICLE described as ""devastating."" INCLUDES HUNDREDS OF RARE AND UNSEEN STILLS, PHOTOS AND FILMS, including MAILA NURMI'S PRIVATE HOME MOVIES and TWO NEWLY DISCOVERED KINESCOPES OF ""VAMPIRA"" UNSEEN FOR SIX DECADES. (c) Cinema Epoch","Documentary, Special Interest, Television",771311102,NR,5.0,6.0,1.0,,,,30,106.0,Vampira And Me,"Oct 7, 2013",Cinema Epoch,"Oct 8, 2013",Vampira And Me,,4.2/5,,,,
7.1/10,,,,,,"Stanless Steel-""The Strongest Man in the World at Bending Steel and Metal""-is the only man alive capable of bending a U.S. penny with his fingers. But the world around Stan-his aging parents, his alcoholic brother, his beautiful but timid announcer-girlfriend, his show-biz agents and strength rivals, and even Stan himself-is not so malleable. As the pressure mounts, what starts as a unique portrait of a loveable outsider soon becomes a deeply universal, funny, and poignant story about trying to find a path to a better life through the scraps and dented dreams of our modern times. (c) Official Site","Documentary, Special Interest",770805019,NR,17.0,17.0,0.0,7.0,7.0,0.0,847,113.0,Strongman,"Oct 15, 2013",Independent Pictures,"Jan 26, 2011",Strongman,7.4/10,3.2/5,,,,
7.1/10,,Baillie Walsh,,,Baillie Walsh,"From the makers of Life in a Day comes this crowd-sourced documentary on the one and only ""Boss,"" Bruce Springsteen. Baillie Walsh directs for Scott Free London. ~ Jeremy Wheeler, Rovi","Documentary, Musical & Performing Arts, Special Interest",771356167,G,15.0,17.0,2.0,5.0,7.0,2.0,"1,283",142.0,Springsteen And I,"Oct 29, 2013",NCM Fathom,"Jul 22, 2013",Springsteen And I,6.8/10,4/5,,,,
6.5/10,,Greg Mottola,,,Greg Mottola,"A marketing executive at an electric-car start-up quits after an argument with his boss, but is crushed when the company hits the big time, so he tries to reinvent his life under a different name in the peace and quiet of Martha's Vineyard. ~ Joe Friedrich, Rovi",Comedy,771316057,NR,17.0,28.0,11.0,7.0,13.0,6.0,"1,683",120.0,Clear History,"Nov 5, 2013",HBO Films,,Clear History,7.4/10,3.3/5,"Larry David, Alec Berg, David Mandel, Jeff Schaffer",Larry David,Alec Berg,David Mandel
6.5/10,"$23,321",Pham Minh Hoang,,,Pham Minh Hoang,"Based on Marlen Haushofer's eponymous feminist classic novel, THE WALL is a highly original exploration of the experience of solitude and survival set in a spectacularly beautiful Austrian mountain landscape. Martina Gedeck, the brilliant interpreter of the Oscar-winning The Lives Of Others, brings a rare and vivid intensity to her role as the unnamed lead character in this contemporary female Robinson Crusoe tale. --(c) Music Box Films",Drama,771269231,NR,30.0,39.0,9.0,12.0,14.0,2.0,"1,271",110.0,Die Wand,"Oct 21, 2013",Music Box Films,"May 31, 2013",Die Wand (The Wall),7.3/10,3.6/5,,,,
